 &&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&
 & Cadastro das familias de curvas de jusante
 &
 & Usina: codigo da usina hidraulica
 & IndCurva: indice da familia (sequencial)
 & HjusRef: nivel de montante da usina de jusante para referencia da familia
 & nPol: quantidade de polinomios da familia
 &
 &&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&
 &;Usina;Indice;HjusRef
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0094;003; 1;               0.000;             379.391;0.26470000000000E+03;0.26701783170769E-16;0.21781154308676E-04;-.57360831761197E-07;0.50234883695567E-10
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0094;003; 2;             379.391;            1570.688;0.26381993715948E+03;0.84976978763557E-02;-.12249032718467E-04;0.93840127210775E-08;-.24009040950688E-11
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0094;003; 3;            1570.688;            4246.816;0.26499399241180E+03;0.21602667136482E-02;0.36254423438075E-06;-.18013236202108E-09;0.18829908028668E-13
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0094;004; 1;               0.000;             340.306;0.26500000000000E+03;-.33987895526147E-17;0.15470999880306E-04;-.53168685051385E-07;0.69683601865221E-10
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0094;004; 2;             340.306;            1570.688;0.26381993715948E+03;0.84976978763557E-02;-.12249032718467E-04;0.93840127210775E-08;-.24009040950688E-11
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0094;004; 3;            1570.688;            4246.816;0.26499399241180E+03;0.21602667136482E-02;0.36254423438075E-06;-.18013236202108E-09;0.18829908028668E-13
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0095;001; 1;               0.000;             141.528;0.42612217397787E+03;0.61014823009052E-02;0.15203962389268E-04;-.12904606684639E-06;0.00000000000000E+01
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0095;001; 2;             141.528;            1367.356;0.42637437780594E+03;0.43382803536827E-02;-.33278114368456E-05;0.95587906674170E-09;0.00000000000000E+01
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0095;001; 3;            1367.356;            3428.607;0.42728550670015E+03;0.12756121414393E-02;-.31008548416781E-06;0.30588474946477E-10;0.00000000000000E+01
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0097;001; 1;               0.000;             787.346;0.14717228908244E+03;0.29212732086528E-17;0.11700340832239E-04;-.91388939976557E-08;0.00000000000000E+01
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0097;001; 2;             787.346;            5766.624;0.14887097648711E+03;0.13533668930208E-02;0.41532572811079E-07;0.58987333253782E-11;-.65283272866447E-15
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0097;002; 1;               0.000;             347.953;0.14770000000000E+03;0.13345621329227E-03;-.28976022085095E-05;0.21355278247127E-07;-.62345215458636E-11
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0097;002; 2;             347.953;             787.346;0.14717228908244E+03;0.29212732086528E-17;0.11700340832239E-04;-.91388939976557E-08;0.00000000000000E+01
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0097;002; 3;             787.346;            5766.624;0.14887097648711E+03;0.13533668930208E-02;0.41532572811079E-07;0.58987333253782E-11;-.65283272866447E-15
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0097;003; 1;               0.000;             484.336;0.14820000000000E+03;0.15065987916548E-03;-.20942060115213E-05;0.97151702034073E-08;-.12474356791832E-12
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0097;003; 2;             484.336;             787.346;0.14717228908244E+03;0.29212732086528E-17;0.11700340832239E-04;-.91388939976557E-08;0.00000000000000E+01
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0097;003; 3;             787.346;            5766.624;0.14887097648711E+03;0.13533668930208E-02;0.41532572811079E-07;0.58987333253782E-11;-.65283272866447E-15
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0097;004; 1;               0.000;             580.222;0.14860000000000E+03;0.18221172686038E-03;-.19465076597684E-05;0.70415128106879E-08;-.87999669858817E-12
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0097;004; 2;             580.222;             787.346;0.14717228908244E+03;0.29212732086528E-17;0.11700340832239E-04;-.91388939976557E-08;0.00000000000000E+01
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0097;004; 3;             787.346;            5766.624;0.14887097648711E+03;0.13533668930208E-02;0.41532572811079E-07;0.58987333253782E-11;-.65283272866447E-15
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0097;005; 1;               0.000;             688.535;0.14910000000000E+03;0.21166116391801E-03;-.17236780759356E-05;0.48922871895925E-08;-.12878805533861E-11
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0097;005; 2;             688.535;             787.346;0.14717228908244E+03;0.29212732086528E-17;0.11700340832239E-04;-.91388939976557E-08;0.00000000000000E+01
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0097;005; 3;             787.346;            5766.624;0.14887097648711E+03;0.13533668930208E-02;0.41532572811079E-07;0.58987333253782E-11;-.65283272866447E-15
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0098;001; 1;               0.000;            3770.646;0.10550197236366E+03;0.54731828428992E-02;-.23769804923431E-05;0.69803320921326E-09;-.71691479140465E-13
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0098;001; 2;            3770.646;            9663.081;0.10512460580211E+03;0.36727485241419E-02;-.33017923745591E-06;0.20437357263970E-10;-.49876725006959E-15
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0098;002; 1;               0.000;            3110.282;0.10600000000000E+03;0.45861250785174E-02;-.12674894443285E-05;0.19347958203514E-09;0.00000000000000E+01
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0098;002; 2;            3110.282;            3770.646;0.10550197236366E+03;0.54731828428992E-02;-.23769804923431E-05;0.69803320921326E-09;-.71691479140465E-13
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0098;002; 3;            3770.646;            9663.081;0.10512460580211E+03;0.36727485241419E-02;-.33017923745591E-06;0.20437357263970E-10;-.49876725006959E-15
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0099;001; 1;               0.000;            1942.533;0.68974748283513E+02;0.72714647787926E-02;-.37980709508678E-05;0.77156660826855E-09;0.00000000000000E+01
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0099;001; 2;            1942.533;            6496.481;0.70673793534787E+02;0.28145105827923E-02;-.57167291687580E-06;0.65969384422388E-10;-.30777661827682E-14
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0101;001; 1;               0.000;             589.698;0.13185375403320E+03;0.78908746745803E-02;-.16019059698705E-04;0.79577581033757E-08;0.54039347333220E-11
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0101;001; 2;             589.698;            2944.148;0.13304374961088E+03;-.47274933791950E-03;0.15007911317053E-05;-.32496101182686E-09;0.12888635529477E-13
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0101;001; 3;            2944.148;            5562.862;0.13576873129471E+03;-.12737648629431E-02;0.10963341006178E-05;-.20009096084555E-09;0.12256332440701E-13
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0102;001; 1;               0.000;            2538.474;0.97934315970888E+02;0.48321750023847E-02;-.25908591684883E-05;0.12437436841302E-08;-.21384774021371E-12
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0102;001; 2;            2538.474;            9211.386;0.99109910203318E+02;0.29989431312572E-02;-.31911154287698E-06;0.19896040929239E-10;-.51257028688877E-15
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0103;001; 1;               0.000;           18650.709;0.21074963538922E+03;0.13496386869371E-02;-.65964422456159E-07;0.12739372470421E-11;0.00000000000000E+01
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0103;001; 2;           18650.709;           52187.123;0.21274192119412E+03;0.80228090405631E-03;-.25341094170079E-07;0.41000458809478E-12;-.25585526860006E-17
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0111;001; 1;               0.000;             632.003;0.27892590000000E+03;-.12163100000000E-16;0.22110590000000E-04;-.51220120000000E-07;0.33371300000000E-10
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0111;001; 2;             632.003;            1778.654;0.27989230000000E+03;0.59441210000000E-03;-.36634960000000E-06;0.13087630000000E-09;-.19325250000000E-13
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0111;002; 1;               0.000;             457.515;0.27920000000000E+03;-.36093130000000E-17;0.14252400000000E-04;-.28317410000000E-07;0.14597880000000E-10
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0111;002; 2;             457.515;             632.003;0.27892590000000E+03;-.12163100000000E-16;0.22110590000000E-04;-.51220120000000E-07;0.33371300000000E-10
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0111;002; 3;             632.003;            1778.654;0.27989230000000E+03;0.59441210000000E-03;-.36634960000000E-06;0.13087630000000E-09;-.19325250000000E-13
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0111;003; 1;               0.000;             455.198;0.27930000000000E+03;0.18339090000000E-17;0.11276130000000E-04;-.19482350000000E-07;0.72233490000000E-11
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0111;003; 2;             455.198;             632.003;0.27892590000000E+03;-.12163100000000E-16;0.22110590000000E-04;-.51220120000000E-07;0.33371300000000E-10
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0111;003; 3;             632.003;            1778.654;0.27989230000000E+03;0.59441210000000E-03;-.36634960000000E-06;0.13087630000000E-09;-.19325250000000E-13
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0111;004; 1;               0.000;             440.219;0.27940000000000E+03;0.17640520000000E-03;0.75026360000000E-05;-.98137100000000E-08;0.00000000000000E+01
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0111;004; 2;             440.219;             632.003;0.27892590000000E+03;-.12163100000000E-16;0.22110590000000E-04;-.51220120000000E-07;0.33371300000000E-10
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0111;004; 3;             632.003;            1778.654;0.27989230000000E+03;0.59441210000000E-03;-.36634960000000E-06;0.13087630000000E-09;-.19325250000000E-13
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0111;005; 1;               0.000;             440.200;0.27989000000000E+03;0.20926220000000E-03;-.27204540000000E-05;0.13147170000000E-07;-.12837610000000E-10
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0111;005; 2;             440.200;             632.003;0.27892590000000E+03;-.12163100000000E-16;0.22110590000000E-04;-.51220120000000E-07;0.33371300000000E-10
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0111;005; 3;             632.003;            1778.654;0.27989230000000E+03;0.59441210000000E-03;-.36634960000000E-06;0.13087630000000E-09;-.19325250000000E-13
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0112;001; 1;               0.000;            1441.219;0.18206290000000E+03;0.54189500000000E-02;-.13025750000000E-05;0.56016260000000E-10;0.00000000000000E+01
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0112;001; 2;            1441.219;            3901.455;0.18275930000000E+03;0.47229150000000E-02;-.13762740000000E-05;0.23313590000000E-09;-.16303650000000E-13
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0112;002; 1;               0.000;             601.589;0.18230000000000E+03;0.22003190000000E-02;0.15471560000000E-04;-.33384870000000E-07;0.22212020000000E-10
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0112;002; 2;             601.589;            1441.219;0.18206290000000E+03;0.54189500000000E-02;-.13025750000000E-05;0.56016260000000E-10;0.00000000000000E+01
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0112;002; 3;            1441.219;            3901.455;0.18275930000000E+03;0.47229150000000E-02;-.13762740000000E-05;0.23313590000000E-09;-.16303650000000E-13
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0112;003; 1;               0.000;             601.526;0.18250000000000E+03;0.36206550000000E-02;0.22540720000000E-05;-.48916950000000E-08;0.33197540000000E-11
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0112;003; 2;             601.526;            1441.219;0.18206290000000E+03;0.54189500000000E-02;-.13025750000000E-05;0.56016260000000E-10;0.00000000000000E+01
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0112;003; 3;            1441.219;            3901.455;0.18275930000000E+03;0.47229150000000E-02;-.13762740000000E-05;0.23313590000000E-09;-.16303650000000E-13
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0112;004; 1;               0.000;            1020.198;0.18290000000000E+03;0.16997730000000E-02;0.65238830000000E-05;-.77201530000000E-08;0.28325040000000E-11
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0112;004; 2;            1020.198;            1441.219;0.18206290000000E+03;0.54189500000000E-02;-.13025750000000E-05;0.56016260000000E-10;0.00000000000000E+01
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0112;004; 3;            1441.219;            3901.455;0.18275930000000E+03;0.47229150000000E-02;-.13762740000000E-05;0.23313590000000E-09;-.16303650000000E-13
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0112;005; 1;               0.000;            1020.200;0.18400000000000E+03;-.29959530000000E-16;0.34650880000000E-05;-.96808330000000E-09;-.26165070000000E-12
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0112;005; 2;            1020.200;            1441.219;0.18206290000000E+03;0.54189500000000E-02;-.13025750000000E-05;0.56016260000000E-10;0.00000000000000E+01
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0112;005; 3;            1441.219;            3901.455;0.18275930000000E+03;0.47229150000000E-02;-.13762740000000E-05;0.23313590000000E-09;-.16303650000000E-13
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0113;001; 1;               0.000;            1044.514;0.94271166353279E+02;0.44964564419418E-02;-.20914155866249E-05;0.00000000000000E+01;0.00000000000000E+01
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0113;001; 2;            1044.514;            3473.935;0.97321689352554E+02;-.17216684584510E-02;0.14772781106810E-05;-.44252661839608E-09;0.46382303291319E-13
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0113;002; 1;               0.000;             584.348;0.94900000000000E+02;0.72097750970506E-03;0.15334031200446E-04;-.39076407050324E-07;0.29368359414036E-10
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0113;002; 2;             584.348;            1044.514;0.94271166353279E+02;0.44964564419418E-02;-.20914155866249E-05;0.00000000000000E+01;0.00000000000000E+01
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0113;002; 3;            1044.514;            3473.935;0.97321689352554E+02;-.17216684584510E-02;0.14772781106810E-05;-.44252661839608E-09;0.46382303291319E-13
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0114;001; 1;               0.000;            3863.232;0.54480472979103E+02;0.20045650079283E-02;-.20657464842871E-07;-.17987753242738E-10;0.00000000000000E+01
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0114;001; 2;            3863.232;           10495.917;0.54658870265553E+02;0.23684051147511E-02;-.25098333293183E-06;0.15739958852573E-10;-.40909839587311E-15
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0115;001; 1;               0.000;             179.993;0.90700000000000E+02;0.00000000000000E+01;0.00000000000000E+01;0.00000000000000E+01;0.00000000000000E+01
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0119;001; 1;               0.000;             104.521;0.10138491004633E+01;0.22416293091922E-01;-.10083343628969E-03;-.36027458770613E-06;0.35880944121347E-08
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0119;001; 2;             104.521;             247.278;0.13607456779792E+01;0.12511619652316E-01;-.47100314516035E-04;0.11625116362994E-06;-.12197257241689E-09
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0120;001; 1;               0.000;             139.676;0.55607046499276E+03;0.11363528432878E-01;0.28772480133317E-03;-.12162869559195E-05;0.00000000000000E+01
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0120;001; 2;             139.676;             359.096;0.55529632374538E+03;0.50780163311659E-01;-.16209730916939E-03;0.29983397225251E-06;-.22879383941786E-09
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0121;001; 1;               0.000;             121.292;0.62455614704732E+03;0.17390348656675E-01;-.15665599503241E-04;0.00000000000000E+01;0.00000000000000E+01
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0121;001; 2;             121.292;             359.517;0.62284805387176E+03;0.53318963697268E-01;-.26970901273194E-03;0.69134743228882E-06;-.67451877629336E-09
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0122;001; 1;               0.000;             177.384;0.57543229218822E+03;0.00000000000000E+01;0.27701642981162E-03;-.19048000070173E-05;0.39678079522865E-08
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0122;001; 2;             177.384;             487.235;0.57547187405015E+03;0.16532128188140E-01;-.38938263943981E-04;0.52978931743536E-07;-.29689319334397E-10
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0123;001; 1;               0.000;             609.483;0.39317408483846E+03;0.27477961409894E-02;0.45155790960161E-04;-.12069752511743E-06;0.87025953626793E-10
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0123;001; 2;             609.483;            2091.204;0.39457360344082E+03;0.36861117084835E-02;-.15533080885459E-05;0.27310503964675E-09;0.00000000000000E+01
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0126;001; 1;               0.000;             172.627;0.52538793093012E+03;0.40418549502282E-01;-.39015056021034E-03;0.21665307658762E-05;-.45258350067212E-08
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0126;001; 2;             172.627;             671.712;0.52640418726627E+03;0.11074818785006E-01;-.17810616056143E-04;0.16582369715308E-07;-.63786698086278E-11
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0127;001; 1;               0.000;             114.438;0.35509899181708E+03;0.20219823846651E-16;0.27502598896299E-03;-.21067795138407E-05;0.37221977002962E-08
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0127;001; 2;             114.438;             392.756;0.35545073428202E+03;0.70012544065988E-02;-.53616435956124E-05;0.00000000000000E+01;0.00000000000000E+01
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0127;001; 3;             392.756;             952.025;0.35533346019467E+03;0.87453274299880E-02;-.12454700012691E-04;0.99433404826555E-08;-.31933801195647E-11
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0129;001; 1;               0.000;             350.986;0.13758836680563E+03;0.16751795054053E-16;0.13298905956186E-03;-.57448058092350E-06;0.69795460568177E-09
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0129;001; 2;             350.986;             958.353;0.13834327333596E+03;0.71404397223017E-02;-.12511223471612E-04;0.10890252013284E-07;-.36261513588493E-11
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0130;001; 1;               0.000;            1208.940;0.10531036358357E+03;0.47708139630117E-02;-.13027864123189E-05;0.00000000000000E+01;0.00000000000000E+01
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0130;001; 2;            1208.940;            7201.642;0.10673249469214E+03;0.24728158897765E-02;-.42265018914200E-06;0.41428199581649E-10;-.16571862216188E-14
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0131;001; 1;               0.000;             169.563;0.86196360000000E+02;-.27640970000000E-17;0.66098350000000E-04;-.19660510000000E-06;0.00000000000000E+01
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0131;001; 2;             169.563;             421.714;0.85644130000000E+02;0.13367470000000E-01;-.34913350000000E-04;0.53135900000000E-07;-.33493490000000E-10
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0131;002; 1;               0.000;             144.343;0.86300000000000E+02;0.61566990000000E-02;-.34131390000000E-04;0.16781830000000E-06;0.00000000000000E+01
